Uuid,Title,Notes,ImageURL,PageURL,Color,Opacity,Shape,Size,PositionX,PositionY,PositionZ,Collapsed,Type,FromUuid,ToUuid
"5.2.1","Centriole","","","","00BCD4",1,"Ball","13.5",135.2683849152047,-65.83670722188525,66.3565898630803,"No","","",""
"5.1.3","Nucleoli","","","","00BCD4",1,"Ball","13.5",156.58310294042658,48.87516249322396,18.887631993070723,"No","","",""
"5.1.2","Nuclear substance (nuclear matrix)","","","","00BCD4",1,"Ball","13.5",135.66228704656402,71.52436192526235,45.11664171722959,"No","","",""
"5.1.1","Nuclear membrane","","","","00BCD4",1,"Ball","13.5",153.82000468813646,41.07597812056636,58.981682795777274,"No","","",""
"4.2.2","Other granules in the cytoplasm","","","","00BCD4",1,"Ball","13.5",-21.025027072188735,83.41114253880724,-168.92492907252827,"No","","",""
"4.2.1","Mitochondria","","","","00BCD4",1,"Ball","13.5",-34.417853543891454,52.64529869686501,-178.35558759433664,"No","","",""
"4.1.2","Cytoplasm (protoplasm)","","","","00BCD4",1,"Ball","13.5",55.64735223522655,6.156257172202662,-176.83909209340652,"No","","",""
"4.1.1","Nucleus","","","","00BCD4",1,"Ball","13.5",80.78034193230268,8.541098637985709,-156.82302573369776,"No","","",""
"2.2.2","Germinal cells","","","","00BCD4",1,"Ball","13.5",-136.75029562697196,-92.02932837600038,91.91082442219702,"No","","",""
"2.2.1","Somatic cells","","","","00BCD4",1,"Ball","13.5",-125.59031672464369,-72.74479227253893,118.84133030366839,"No","","",""
"2.1.2","Male germ cell (spermatozoön)","","","","00BCD4",1,"Ball","13.5",-39.92438512680125,-141.0959208830354,93.84468055415505,"No","","",""
"2.1.1","Female germ cell (ovum)","","","","00BCD4",1,"Ball","13.5",-59.20730506891034,-149.09193333690848,63.61862686870744,"No","","",""
"35","","","","","171717",1,"Solid",1,"","","","","","1","6"
"36","","","","","171717",1,"Solid",1,"","","","","","1","5"
"37","","","","","171717",1,"Solid",1,"","","","","","1","4"
"38","","","","","171717",1,"Solid",1,"","","","","","1","3"
"39","","","","","171717",1,"Solid",1,"","","","","","1","2"
"40","","","","","171717",1,"Solid",1,"","","","","","1","1.2"
"41","","","","","171717",1,"Solid",1,"","","","","","1","1.1"
"42","","","","","171717",1,"Solid",1,"","","","","","6","6.2"
"43","","","","","171717",1,"Solid",1,"","","","","","6","6.1"
"44","","","","","171717",1,"Solid",1,"","","","","","5","5.2"
"45","","","","","171717",1,"Solid",1,"","","","","","5","5.1"
"46","","","","","171717",1,"Solid",1,"","","","","","4","4.3"
"47","","","","","171717",1,"Solid",1,"","","","","","4","4.2"
"48","","","","","171717",1,"Solid",1,"","","","","","4","4.1"
"49","","","","","171717",1,"Solid",1,"","","","","","3","3.1"
"50","","","","","171717",1,"Solid",1,"","","","","","2","2.2"
"51","","","","","171717",1,"Solid",1,"","","","","","2","2.1"
"52","","","","","171717",1,"Solid",1,"","","","","","6.2","6.2.2"
"53","","","","","171717",1,"Solid",1,"","","","","","6.2","6.2.1"
"54","","","","","171717",1,"Solid",1,"","","","","","5.2","5.2.3"
"55","","","","","171717",1,"Solid",1,"","","","","","5.2","5.2.2"
"56","","","","","171717",1,"Solid",1,"","","","","","5.2","5.2.1"
"57","","","","","171717",1,"Solid",1,"","","","","","5.1","5.1.3"
"58","","","","","171717",1,"Solid",1,"","","","","","5.1","5.1.2"
"59","","","","","171717",1,"Solid",1,"","","","","","5.1","5.1.1"
"60","","","","","171717",1,"Solid",1,"","","","","","4.2","4.2.2"
"61","","","","","171717",1,"Solid",1,"","","","","","4.2","4.2.1"
"62","","","","","171717",1,"Solid",1,"","","","","","4.1","4.1.2"
"63","","","","","171717",1,"Solid",1,"","","","","","4.1","4.1.1"
"64","","","","","171717",1,"Solid",1,"","","","","","2.2","2.2.2"
"65","","","","","171717",1,"Solid",1,"","","","","","2.2","2.2.1"
"66","","","","","171717",1,"Solid",1,"","","","","","2.1","2.1.2"
"67","","","","","171717",1,"Solid",1,"","","","","","2.1","2.1.1"
